FName,LName,Team,OppTeam,GamePoints,GameAssists,GameRebounds,GmPointsFor,GmPointsAgainst,Year
Kevin,Durant,New York Knicks,Brooklyn Nets,0,12,8,50,73,2017,
Kevin,Durant,New York Knicks,Los Angeles Lakers,10,0,11,105,75,2004,
Kevin,Durant,New York Knicks,Orlando Magic,17,5,10,57,66,2001,
Kevin,Durant,New York Knicks,Indiana Pacers,13,7,11,89,98,2001,
Kevin,Durant,New York Knicks,Utah Jazz,13,12,9,96,65,2008,
Kevin,Durant,New York Knicks,Houston Rockets,8,1,6,99,57,2004,
Kevin,Durant,New York Knicks,Utah Jazz,16,5,3,60,66,2010,
Kevin,Durant,New York Knicks,Memphis Grizzlies,1,5,14,55,102,2007,
Kevin,Durant,New York Knicks,Minnesota Timberwolves,6,0,2,106,72,2002,
Kevin,Durant,New York Knicks,Washington Wizards,1,7,2,55,74,2009,
Kevin,Durant,New York Knicks,Chicago Bulls,6,7,2,102,109,2013,
Kevin,Durant,New York Knicks,Sacramento Kings,8,6,10,84,97,2009,
Kevin,Durant,New York Knicks,Boston Celtics,6,9,1,98,93,2008,
Kevin,Durant,New York Knicks,Minnesota Timberwolves,17,5,13,61,85,2012,
Kevin,Durant,New York Knicks,Sacramento Kings,6,1,4,81,94,2003,
Kevin,Durant,New York Knicks,Utah Jazz,18,3,6,51,63,2000,
Kevin,Durant,New York Knicks,Cleveland Cavaliers,12,4,5,107,55,2014,
Kevin,Durant,New York Knicks,Oklahoma City Thunder,7,14,12,81,75,2005,
Kevin,Durant,New York Knicks,Los Angeles Lakers,3,0,7,83,95,2010,
Kevin,Durant,New York Knicks,Milwaukee Bucks,1,4,13,61,71,2015,
Kevin,Durant,New York Knicks,Sacramento Kings,7,6,9,71,93,2008,
Kevin,Durant,New York Knicks,Minnesota Timberwolves,11,6,2,102,68,2002,
Kevin,Durant,New York Knicks,Milwaukee Bucks,2,11,8,57,57,2010,
Kevin,Durant,New York Knicks,Phoenix Suns,17,8,3,95,65,2004,
Kevin,Durant,New York Knicks,Brooklyn Nets,14,12,5,84,64,2013,
Kevin,Durant,New York Knicks,Sacramento Kings,0,8,4,94,70,2013,
Kevin,Durant,New York Knicks,Brooklyn Nets,2,13,14,89,67,2005,
Kevin,Durant,New York Knicks,Phoenix Suns,9,2,5,56,55,2007,
Kevin,Durant,New York Knicks,Houston Rockets,8,8,7,76,95,2014,
Kevin,Durant,New York Knicks,Phoenix Suns,11,7,10,95,66,2001,
Kevin,Durant,New York Knicks,Dallas Mavericks,0,3,3,96,77,2013,
Kevin,Durant,New York Knicks,Dallas Mavericks,7,11,8,67,64,2003,
Kevin,Durant,New York Knicks,Dallas Mavericks,17,12,12,51,64,2001,
Kevin,Durant,New York Knicks,Philadelphia 76ers,3,6,4,87,99,2016,
Kevin,Durant,New York Knicks,Detroit Pistons,3,7,6,86,67,2015,
Kevin,Durant,New York Knicks,San Antonio Spurs,10,12,10,55,70,2011,
Kevin,Durant,New York Knicks,Sacramento Kings,3,2,2,65,60,2009,
Kevin,Durant,New York Knicks,Atlanta Hawks,5,2,11,50,103,2000,
Kevin,Durant,New York Knicks,Los Angeles Lakers,3,1,8,103,96,2015,
Kevin,Durant,New York Knicks,Philadelphia 76ers,16,7,4,64,108,2008,
Kevin,Durant,New York Knicks,Houston Rockets,10,3,2,98,57,2006,
Kevin,Durant,New York Knicks,Houston Rockets,3,10,5,73,76,2009,
Kevin,Durant,New York Knicks,Milwaukee Bucks,4,2,4,88,53,2001,
Kevin,Durant,New York Knicks,Washington Wizards,0,9,8,83,91,2013,
Kevin,Durant,New York Knicks,Indiana Pacers,16,0,0,58,90,2000,
Kevin,Durant,New York Knicks,Portland Trail Blazers,9,5,2,67,52,2013,
Kevin,Durant,New York Knicks,Los Angeles Lakers,6,13,0,59,66,2005,
Kevin,Durant,New York Knicks,Golden State Warriors,3,0,13,95,91,2004,
Kevin,Durant,New York Knicks,Utah Jazz,8,8,10,107,77,2004,
Kevin,Durant,New York Knicks,Los Angeles Lakers,11,2,11,106,95,2009,
Kevin,Durant,New York Knicks,Washington Wizards,12,7,14,70,95,2001,
Kevin,Durant,New York Knicks,Denver Nuggets,16,9,1,76,53,2013,
Kevin,Durant,New York Knicks,Los Angeles Clippers,12,0,14,81,55,2012,
Kevin,Durant,New York Knicks,Orlando Magic,17,14,0,71,51,2004,
Kevin,Durant,New York Knicks,Atlanta Hawks,2,2,7,73,87,2007,
Kevin,Durant,New York Knicks,Houston Rockets,2,13,12,53,67,2010,
Kevin,Durant,New York Knicks,Los Angeles Clippers,19,1,4,85,53,2003,
Kevin,Durant,New York Knicks,Sacramento Kings,15,3,0,58,86,2016,
Kevin,Durant,New York Knicks,San Antonio Spurs,5,3,4,54,60,2012,
Kevin,Durant,New York Knicks,Sacramento Kings,0,5,14,75,86,2006,
Kevin,Durant,New York Knicks,Atlanta Hawks,16,0,5,83,58,2003,
Kevin,Durant,New York Knicks,Detroit Pistons,12,12,2,86,51,2012,
Kevin,Durant,New York Knicks,Philadelphia 76ers,3,9,12,94,90,2018,
Kevin,Durant,New York Knicks,Utah Jazz,1,6,4,97,84,2002,
Kevin,Durant,New York Knicks,Atlanta Hawks,13,0,3,74,96,2000,
Kevin,Durant,New York Knicks,San Antonio Spurs,19,3,7,66,106,2014,
Kevin,Durant,New York Knicks,Minnesota Timberwolves,18,4,12,70,66,2004,
Kevin,Durant,New York Knicks,Portland Trail Blazers,16,10,12,70,59,2004,
Kevin,Durant,New York Knicks,Detroit Pistons,2,1,13,97,80,2009,
Kevin,Durant,New York Knicks,Los Angeles Lakers,11,6,12,64,85,2017,
Kevin,Durant,New York Knicks,Utah Jazz,2,10,8,59,106,2015,
Kevin,Durant,New York Knicks,Portland Trail Blazers,13,7,4,85,71,2010,
Kevin,Durant,New York Knicks,Detroit Pistons,6,6,14,100,65,2015,
Kevin,Durant,New York Knicks,Los Angeles Clippers,0,0,12,96,88,2012,
Kevin,Durant,New York Knicks,Golden State Warriors,2,6,7,65,104,2001,
Kevin,Durant,New York Knicks,Indiana Pacers,12,4,4,68,90,2012,
Kevin,Durant,New York Knicks,Los Angeles Lakers,11,11,13,95,53,2001,
Kevin,Durant,New York Knicks,Los Angeles Lakers,3,13,9,88,74,2014,
Kevin,Durant,New York Knicks,Washington Wizards,9,6,8,91,50,2007,
Kevin,Durant,New York Knicks,Chicago Bulls,3,9,7,74,76,2015,
Kevin,Durant,New York Knicks,Detroit Pistons,1,1,9,72,61,2004,
Kevin,Durant,New York Knicks,Charlotte Bobcats,15,14,4,65,106,2007,
Kevin,Durant,New York Knicks,Dallas Mavericks,8,10,10,89,74,2010,
Kevin,Durant,New York Knicks,Sacramento Kings,10,6,2,92,78,2000,
Kevin,Durant,New York Knicks,Memphis Grizzlies,7,10,3,105,59,2018,
Kevin,Durant,New York Knicks,Miami Heat,19,11,11,69,79,2007,
Kevin,Durant,New York Knicks,Portland Trail Blazers,2,14,7,61,103,2013,
Kevin,Durant,New York Knicks,Los Angeles Clippers,17,14,7,102,89,2004,
Kevin,Durant,New York Knicks,Los Angeles Lakers,14,1,3,82,82,2003,
Kevin,Durant,New York Knicks,Dallas Mavericks,5,6,13,105,50,2014,
Kevin,Durant,New York Knicks,Portland Trail Blazers,11,6,9,107,93,2003,
Kevin,Durant,New York Knicks,Los Angeles Clippers,8,12,4,82,70,2007,
Kevin,Durant,New York Knicks,Los Angeles Lakers,13,7,10,103,55,2011,
Kevin,Durant,New York Knicks,Washington Wizards,19,5,10,92,69,2017,
Kevin,Durant,New York Knicks,Atlanta Hawks,8,13,14,96,81,2003,
Kevin,Durant,New York Knicks,Charlotte Bobcats,0,11,2,90,53,2015,
Kevin,Durant,New York Knicks,New Orleans Hornets,8,8,1,86,103,2004,
Kevin,Durant,New York Knicks,New Orleans Hornets,3,3,2,54,79,2015,
Kevin,Durant,New York Knicks,San Antonio Spurs,11,12,10,60,68,2004,
Kevin,Durant,New York Knicks,Charlotte Bobcats,13,3,1,74,83,2012,
Kevin,Durant,New York Knicks,Oklahoma City Thunder,17,14,12,64,83,2008,
Kevin,Durant,New York Knicks,Memphis Grizzlies,3,9,11,83,105,2006,
Kevin,Durant,New York Knicks,Golden State Warriors,15,13,6,83,107,2005,
Kevin,Durant,New York Knicks,Cleveland Cavaliers,8,7,3,84,106,2009,
Kevin,Durant,New York Knicks,Washington Wizards,15,7,10,53,78,2008,
Kevin,Durant,New York Knicks,Minnesota Timberwolves,7,3,6,74,80,2015,
Kevin,Durant,New York Knicks,Toronto Raptors,18,0,8,105,108,2003,
Kevin,Durant,New York Knicks,Utah Jazz,9,0,6,57,92,2013,
Kevin,Durant,New York Knicks,Houston Rockets,13,6,6,107,70,2012,
Kevin,Durant,New York Knicks,Houston Rockets,12,9,13,59,60,2017,
Kevin,Durant,New York Knicks,Atlanta Hawks,12,3,14,104,50,2009,
Kevin,Durant,New York Knicks,Dallas Mavericks,11,6,2,92,74,2014,
Kevin,Durant,New York Knicks,Los Angeles Clippers,10,11,5,67,54,2014,
Kevin,Durant,New York Knicks,Toronto Raptors,10,14,14,75,54,2010,
Kevin,Durant,New York Knicks,Milwaukee Bucks,18,5,7,87,102,2011,
Kevin,Durant,New York Knicks,Golden State Warriors,14,6,12,75,98,2002,
Kevin,Durant,New York Knicks,Memphis Grizzlies,1,9,0,54,61,2005,
Kevin,Durant,New York Knicks,Denver Nuggets,15,10,2,97,65,2012,
Kevin,Durant,New York Knicks,Golden State Warriors,2,14,7,77,85,2009,
Kevin,Durant,New York Knicks,Indiana Pacers,12,11,6,55,85,2014,
Kevin,Durant,New York Knicks,Utah Jazz,8,4,12,95,91,2011,
Kevin,Durant,New York Knicks,Minnesota Timberwolves,10,11,13,96,107,2016,
Kevin,Durant,New York Knicks,Minnesota Timberwolves,7,13,11,98,84,2010,
Kevin,Durant,New York Knicks,Los Angeles Clippers,0,12,7,61,97,2018,
Kevin,Durant,New York Knicks,Golden State Warriors,4,9,11,98,73,2010,
Kevin,Durant,New York Knicks,Atlanta Hawks,11,2,11,83,83,2009,
Kevin,Durant,New York Knicks,Detroit Pistons,17,7,8,76,82,2002,
Kevin,Durant,New York Knicks,Orlando Magic,10,0,14,77,50,2005,
Kevin,Durant,New York Knicks,San Antonio Spurs,15,10,2,72,69,2012,
Kevin,Durant,New York Knicks,Detroit Pistons,3,2,0,90,55,2001,
Kevin,Durant,New York Knicks,Denver Nuggets,8,0,13,63,66,2017,
Kevin,Durant,New York Knicks,Houston Rockets,5,0,9,82,74,2004,
Kevin,Durant,New York Knicks,Miami Heat,8,1,13,92,78,2016,
Kevin,Durant,New York Knicks,Atlanta Hawks,6,13,10,85,95,2017,
Kevin,Durant,New York Knicks,Milwaukee Bucks,2,3,5,56,78,2002,
Kevin,Durant,New York Knicks,Philadelphia 76ers,10,8,6,70,72,2004,
Kevin,Durant,New York Knicks,Los Angeles Lakers,18,12,13,74,88,2014,
Kevin,Durant,New York Knicks,Brooklyn Nets,12,9,10,78,65,2012,
Kevin,Durant,New York Knicks,Washington Wizards,3,11,8,95,60,2002,
Kevin,Durant,New York Knicks,San Antonio Spurs,2,1,12,85,62,2002,
Kevin,Durant,New York Knicks,Washington Wizards,8,10,6,107,79,2000,
Kevin,Durant,New York Knicks,Atlanta Hawks,0,12,6,85,50,2008,
Kevin,Durant,New York Knicks,Miami Heat,6,10,2,91,92,2008,
Kevin,Durant,New York Knicks,Dallas Mavericks,3,2,5,65,52,2016,
Kevin,Durant,New York Knicks,Toronto Raptors,6,7,3,86,79,2001,
Kevin,Durant,New York Knicks,Houston Rockets,2,5,9,96,81,2017,
Kevin,Durant,New York Knicks,Sacramento Kings,10,2,4,91,70,2008,
Kevin,Durant,New York Knicks,Indiana Pacers,14,10,8,106,97,2003,
Kevin,Durant,New York Knicks,Sacramento Kings,7,3,14,53,58,2001,
Kevin,Durant,New York Knicks,Brooklyn Nets,14,7,9,90,73,2013,
Kevin,Durant,New York Knicks,Golden State Warriors,10,1,9,109,81,2009,
Kevin,Durant,New York Knicks,Utah Jazz,8,13,10,50,78,2014,
Kevin,Durant,New York Knicks,Sacramento Kings,7,2,1,98,93,2005,
Kevin,Durant,New York Knicks,Toronto Raptors,2,1,2,77,102,2009,
Kevin,Durant,New York Knicks,Los Angeles Clippers,12,4,9,79,64,2014,
Kevin,Durant,New York Knicks,New Orleans Hornets,7,13,7,73,90,2004,
Kevin,Durant,New York Knicks,Orlando Magic,5,5,7,72,55,2011,
Kevin,Durant,New York Knicks,Boston Celtics,3,3,12,57,68,2017,
Kevin,Durant,New York Knicks,Toronto Raptors,19,5,8,97,57,2006,
Kevin,Durant,New York Knicks,Charlotte Bobcats,15,6,7,58,91,2013,
Kevin,Durant,New York Knicks,Boston Celtics,0,11,4,52,50,2011,
Kevin,Durant,New York Knicks,Portland Trail Blazers,6,13,8,94,99,2015,
Kevin,Durant,New York Knicks,Orlando Magic,19,2,5,58,97,2014,
Kevin,Durant,New York Knicks,Milwaukee Bucks,3,3,9,106,74,2013,
Kevin,Durant,New York Knicks,Phoenix Suns,16,0,10,101,96,2010,
Kevin,Durant,New York Knicks,Houston Rockets,7,2,13,50,96,2009,
Kevin,Durant,New York Knicks,San Antonio Spurs,5,4,1,103,73,2002,
Kevin,Durant,New York Knicks,Milwaukee Bucks,1,10,0,76,54,2017,
Kevin,Durant,New York Knicks,Phoenix Suns,1,2,2,60,63,2009,
Kevin,Durant,New York Knicks,Brooklyn Nets,1,2,1,54,50,2016,
Kevin,Durant,New York Knicks,Los Angeles Lakers,15,5,11,50,56,2006,
Kevin,Durant,New York Knicks,Boston Celtics,18,10,10,54,93,2015,
Kevin,Durant,New York Knicks,Detroit Pistons,10,5,6,98,58,2009,
Kevin,Durant,New York Knicks,San Antonio Spurs,15,9,13,107,86,2015,
Kevin,Durant,New York Knicks,Chicago Bulls,18,5,2,66,74,2014,
Kevin,Durant,New York Knicks,Milwaukee Bucks,12,8,2,62,84,2012,
Kevin,Durant,New York Knicks,Brooklyn Nets,19,0,6,89,98,2018,
Kevin,Durant,New York Knicks,Washington Wizards,17,14,5,73,95,2003,
Kevin,Durant,New York Knicks,Los Angeles Clippers,2,0,1,59,71,2016,
Kevin,Durant,New York Knicks,Chicago Bulls,2,7,11,109,99,2017,
Kevin,Durant,New York Knicks,Denver Nuggets,14,6,0,94,101,2009,
Kevin,Durant,New York Knicks,San Antonio Spurs,4,1,1,57,73,2006,
Kevin,Durant,New York Knicks,Cleveland Cavaliers,6,6,3,99,107,2002,
Kevin,Durant,New York Knicks,Dallas Mavericks,10,9,8,75,95,2001,
Kevin,Durant,New York Knicks,Charlotte Bobcats,11,12,7,92,99,2009,
Kevin,Durant,New York Knicks,Dallas Mavericks,3,1,14,68,67,2005,
Kevin,Durant,New York Knicks,Los Angeles Clippers,6,3,12,75,80,2008,
Kevin,Durant,New York Knicks,Los Angeles Clippers,13,5,0,109,51,2014,
Kevin,Durant,New York Knicks,Indiana Pacers,16,2,9,102,90,2005,
Kevin,Durant,New York Knicks,Sacramento Kings,12,6,11,89,57,2005,
Kevin,Durant,New York Knicks,Detroit Pistons,2,11,5,79,104,2013,
Kawhi,Leonard,Toronto Raptors,Detroit Pistons,12,3,12,103,56,2013,
Kawhi,Leonard,Toronto Raptors,Milwaukee Bucks,4,9,0,74,79,2003,
Kawhi,Leonard,Toronto Raptors,Atlanta Hawks,13,2,14,87,108,2015,
Kawhi,Leonard,Toronto Raptors,Washington Wizards,4,13,12,89,99,2006,
Kawhi,Leonard,Toronto Raptors,Milwaukee Bucks,11,0,3,67,67,2010,
Kawhi,Leonard,Toronto Raptors,Los Angeles Lakers,1,13,1,54,55,2004,
Kawhi,Leonard,Toronto Raptors,Houston Rockets,7,3,5,85,89,2001,
Kawhi,Leonard,Toronto Raptors,Washington Wizards,17,11,6,72,81,2016,
Kawhi,Leonard,Toronto Raptors,Philadelphia 76ers,8,4,14,79,100,2004,
Kawhi,Leonard,Toronto Raptors,Phoenix Suns,5,4,4,81,73,2002,
Kawhi,Leonard,Toronto Raptors,New York Knicks,4,11,7,73,51,2018,
Kawhi,Leonard,Toronto Raptors,Miami Heat,17,1,4,54,107,2001,
Kawhi,Leonard,Toronto Raptors,Los Angeles Lakers,10,5,3,102,76,2002,
Kawhi,Leonard,Toronto Raptors,Miami Heat,19,1,11,77,50,2017,
Kawhi,Leonard,Toronto Raptors,Golden State Warriors,6,13,2,58,72,2011,
Kawhi,Leonard,Toronto Raptors,Chicago Bulls,4,5,6,88,75,2004,
Kawhi,Leonard,Toronto Raptors,Detroit Pistons,9,1,11,65,86,2004,
Kawhi,Leonard,Toronto Raptors,Dallas Mavericks,8,5,13,85,56,2016,
Kawhi,Leonard,Toronto Raptors,Memphis Grizzlies,18,7,4,100,71,2008,
Kawhi,Leonard,Toronto Raptors,Indiana Pacers,4,7,8,84,83,2017,
Kawhi,Leonard,Toronto Raptors,Boston Celtics,6,11,7,107,105,2018,
Kawhi,Leonard,Toronto Raptors,Orlando Magic,9,9,7,96,72,2007,
Kawhi,Leonard,Toronto Raptors,New Orleans Hornets,4,3,5,59,102,2016,
Kawhi,Leonard,Toronto Raptors,Chicago Bulls,19,3,8,94,60,2009,
Kawhi,Leonard,Toronto Raptors,Cleveland Cavaliers,9,3,4,58,92,2011,
Kawhi,Leonard,Toronto Raptors,Chicago Bulls,6,11,10,55,109,2002,
Kawhi,Leonard,Toronto Raptors,Milwaukee Bucks,0,9,6,93,102,2015,
Kawhi,Leonard,Toronto Raptors,Memphis Grizzlies,9,11,12,65,104,2002,
Kawhi,Leonard,Toronto Raptors,Houston Rockets,4,14,1,70,105,2002,
Kawhi,Leonard,Toronto Raptors,Houston Rockets,16,12,5,80,51,2009,
Kawhi,Leonard,Toronto Raptors,Milwaukee Bucks,13,6,6,57,73,2011,
Kawhi,Leonard,Toronto Raptors,Cleveland Cavaliers,18,0,3,77,85,2001,
Kawhi,Leonard,Toronto Raptors,Washington Wizards,10,0,7,100,81,2014,
Kawhi,Leonard,Toronto Raptors,Washington Wizards,9,9,14,66,50,2006,
Kawhi,Leonard,Toronto Raptors,Portland Trail Blazers,14,1,4,78,52,2004,
Kawhi,Leonard,Toronto Raptors,Dallas Mavericks,0,2,13,81,98,2006,
Kawhi,Leonard,Toronto Raptors,Washington Wizards,18,10,11,90,104,2004,
Kawhi,Leonard,Toronto Raptors,Miami Heat,0,13,6,70,100,2006,
Kawhi,Leonard,Toronto Raptors,Atlanta Hawks,2,8,0,84,104,2014,
Kawhi,Leonard,Toronto Raptors,Minnesota Timberwolves,19,9,12,78,78,2000,
Kawhi,Leonard,Toronto Raptors,Los Angeles Lakers,9,2,4,90,64,2011,
Kawhi,Leonard,Toronto Raptors,Memphis Grizzlies,14,8,7,61,80,2018,
Kawhi,Leonard,Toronto Raptors,Milwaukee Bucks,18,3,1,102,76,2009,
Kawhi,Leonard,Toronto Raptors,Indiana Pacers,15,4,14,83,74,2014,
Kawhi,Leonard,Toronto Raptors,Miami Heat,0,11,7,61,86,2011,
Kawhi,Leonard,Toronto Raptors,Chicago Bulls,12,9,4,63,78,2010,
Kawhi,Leonard,Toronto Raptors,Chicago Bulls,2,13,13,58,104,2015,
Kawhi,Leonard,Toronto Raptors,Philadelphia 76ers,12,13,4,81,76,2010,
Kawhi,Leonard,Toronto Raptors,New York Knicks,6,9,9,82,57,2018,
Kawhi,Leonard,Toronto Raptors,Los Angeles Lakers,5,8,10,73,69,2016,
Kawhi,Leonard,Toronto Raptors,Boston Celtics,1,7,1,67,91,2009,
Kawhi,Leonard,Toronto Raptors,Philadelphia 76ers,7,0,9,85,57,2016,
Kawhi,Leonard,Toronto Raptors,Denver Nuggets,5,12,4,90,63,2013,
Kawhi,Leonard,Toronto Raptors,Utah Jazz,13,14,9,50,73,2017,
Kawhi,Leonard,Toronto Raptors,Philadelphia 76ers,17,11,6,69,55,2001,
Kawhi,Leonard,Toronto Raptors,Cleveland Cavaliers,6,1,0,56,61,2016,
Kawhi,Leonard,Toronto Raptors,Brooklyn Nets,17,2,10,93,72,2002,
Kawhi,Leonard,Toronto Raptors,Washington Wizards,9,5,2,106,60,2013,
Kawhi,Leonard,Toronto Raptors,Chicago Bulls,7,14,3,89,74,2006,
Kawhi,Leonard,Toronto Raptors,Atlanta Hawks,0,9,12,71,80,2007,
Kawhi,Leonard,Toronto Raptors,Dallas Mavericks,9,4,9,98,57,2011,
Kawhi,Leonard,Toronto Raptors,Denver Nuggets,6,7,12,76,52,2011,
Kawhi,Leonard,Toronto Raptors,Boston Celtics,0,7,1,87,89,2017,
Kawhi,Leonard,Toronto Raptors,Charlotte Bobcats,10,8,3,68,77,2008,
Kawhi,Leonard,Toronto Raptors,Los Angeles Clippers,17,4,10,106,82,2016,
Kawhi,Leonard,Toronto Raptors,Atlanta Hawks,0,6,11,52,57,2018,
Kawhi,Leonard,Toronto Raptors,Utah Jazz,12,4,14,99,84,2004,
Kawhi,Leonard,Toronto Raptors,Miami Heat,14,5,3,105,65,2009,
Kawhi,Leonard,Toronto Raptors,Miami Heat,1,3,3,60,52,2009,
Kawhi,Leonard,Toronto Raptors,San Antonio Spurs,8,2,11,84,86,2003,
Kawhi,Leonard,Toronto Raptors,Indiana Pacers,13,8,10,98,73,2011,
Kawhi,Leonard,Toronto Raptors,Memphis Grizzlies,4,1,7,82,100,2013,
Kawhi,Leonard,Toronto Raptors,Brooklyn Nets,15,8,4,70,94,2016,
Kawhi,Leonard,Toronto Raptors,Los Angeles Clippers,7,8,2,106,76,2015,
Kawhi,Leonard,Toronto Raptors,Miami Heat,19,13,9,63,87,2013,
Kawhi,Leonard,Toronto Raptors,Los Angeles Clippers,14,4,12,108,83,2005,
Kawhi,Leonard,Toronto Raptors,Chicago Bulls,7,11,4,79,82,2012,
Kawhi,Leonard,Toronto Raptors,Golden State Warriors,6,6,9,107,78,2011,
Kawhi,Leonard,Toronto Raptors,Sacramento Kings,6,7,13,64,89,2009,
Kawhi,Leonard,Toronto Raptors,Atlanta Hawks,9,3,8,53,79,2006,
Kawhi,Leonard,Toronto Raptors,San Antonio Spurs,7,13,11,73,107,2007,
Kawhi,Leonard,Toronto Raptors,Milwaukee Bucks,16,9,13,64,71,2000,
Kawhi,Leonard,Toronto Raptors,Phoenix Suns,11,8,14,96,99,2016,
Kawhi,Leonard,Toronto Raptors,Golden State Warriors,19,8,4,56,63,2010,
Kawhi,Leonard,Toronto Raptors,Chicago Bulls,7,7,0,83,65,2000,
Kawhi,Leonard,Toronto Raptors,Miami Heat,18,2,12,78,81,2017,
Kawhi,Leonard,Toronto Raptors,Los Angeles Lakers,19,13,13,58,54,2001,
Kawhi,Leonard,Toronto Raptors,Brooklyn Nets,15,1,11,95,58,2004,
Kawhi,Leonard,Toronto Raptors,Portland Trail Blazers,16,0,11,58,101,2011,
Kawhi,Leonard,Toronto Raptors,Los Angeles Lakers,9,7,4,64,104,2004,
Kawhi,Leonard,Toronto Raptors,New Orleans Hornets,19,12,2,81,100,2000,
Kawhi,Leonard,Toronto Raptors,Philadelphia 76ers,4,0,11,90,76,2018,
Kawhi,Leonard,Toronto Raptors,Charlotte Bobcats,0,13,11,81,69,2017,
Kawhi,Leonard,Toronto Raptors,Orlando Magic,17,11,13,95,53,2003,
Kawhi,Leonard,Toronto Raptors,Miami Heat,0,9,12,52,107,2010,
Kawhi,Leonard,Toronto Raptors,Miami Heat,10,3,3,65,109,2007,
Kawhi,Leonard,Toronto Raptors,Boston Celtics,13,7,10,102,106,2013,
Kawhi,Leonard,Toronto Raptors,Chicago Bulls,3,12,1,86,73,2007,
Kawhi,Leonard,Toronto Raptors,Washington Wizards,5,1,6,84,87,2005,
Kawhi,Leonard,Toronto Raptors,Indiana Pacers,0,12,11,84,80,2006,
Kawhi,Leonard,Toronto Raptors,Portland Trail Blazers,7,13,11,80,109,2008,
Kawhi,Leonard,Toronto Raptors,Atlanta Hawks,3,10,7,102,71,2000,
Kawhi,Leonard,Toronto Raptors,Los Angeles Clippers,3,12,9,99,99,2004,
Kawhi,Leonard,Toronto Raptors,Memphis Grizzlies,19,9,0,58,53,2012,
Kawhi,Leonard,Toronto Raptors,Detroit Pistons,7,1,12,53,77,2011,
Kawhi,Leonard,Toronto Raptors,New Orleans Hornets,15,13,13,66,63,2010,
Kawhi,Leonard,Toronto Raptors,Sacramento Kings,0,4,11,80,50,2007,
Kawhi,Leonard,Toronto Raptors,Orlando Magic,15,0,11,81,91,2005,
Kawhi,Leonard,Toronto Raptors,Portland Trail Blazers,8,5,12,84,52,2003,
Kawhi,Leonard,Toronto Raptors,Utah Jazz,9,7,1,50,78,2011,
Kawhi,Leonard,Toronto Raptors,Portland Trail Blazers,5,10,9,57,65,2009,
Kawhi,Leonard,Toronto Raptors,Los Angeles Lakers,14,14,14,99,102,2001,
Kawhi,Leonard,Toronto Raptors,Boston Celtics,8,11,0,103,84,2007,
Kawhi,Leonard,Toronto Raptors,Miami Heat,6,7,14,56,61,2012,
Kawhi,Leonard,Toronto Raptors,New Orleans Hornets,9,8,14,62,92,2015,
Kawhi,Leonard,Toronto Raptors,Milwaukee Bucks,3,8,6,64,90,2000,
Kawhi,Leonard,Toronto Raptors,Memphis Grizzlies,12,0,9,78,87,2007,
Kawhi,Leonard,Toronto Raptors,Portland Trail Blazers,16,12,9,51,79,2010,
Kawhi,Leonard,Toronto Raptors,Utah Jazz,4,11,0,91,60,2017,
Kawhi,Leonard,Toronto Raptors,Memphis Grizzlies,15,5,4,84,95,2013,
Kawhi,Leonard,Toronto Raptors,Portland Trail Blazers,18,11,13,84,91,2001,
Kawhi,Leonard,Toronto Raptors,Golden State Warriors,15,10,2,93,50,2003,
Kawhi,Leonard,Toronto Raptors,Cleveland Cavaliers,15,3,2,66,79,2010,
Kawhi,Leonard,Toronto Raptors,Oklahoma City Thunder,19,2,0,102,85,2013,
Kawhi,Leonard,Toronto Raptors,Houston Rockets,0,8,11,81,70,2015,
Kawhi,Leonard,Toronto Raptors,Boston Celtics,7,13,5,70,74,2017,
Kawhi,Leonard,Toronto Raptors,Cleveland Cavaliers,5,1,7,58,60,2004,
Kawhi,Leonard,Toronto Raptors,Charlotte Bobcats,15,0,10,71,50,2004,
Kawhi,Leonard,Toronto Raptors,Los Angeles Lakers,18,13,1,84,98,2016,
Kawhi,Leonard,Toronto Raptors,Atlanta Hawks,16,13,6,90,66,2015,
Kawhi,Leonard,Toronto Raptors,Portland Trail Blazers,17,14,0,109,87,2009,
Kawhi,Leonard,Toronto Raptors,Cleveland Cavaliers,0,3,8,56,74,2008,
Kawhi,Leonard,Toronto Raptors,Brooklyn Nets,18,14,8,97,108,2001,
Kawhi,Leonard,Toronto Raptors,Phoenix Suns,19,12,14,70,81,2004,
Kawhi,Leonard,Toronto Raptors,Portland Trail Blazers,15,10,11,79,83,2011,
Kawhi,Leonard,Toronto Raptors,Denver Nuggets,4,12,6,94,80,2016,
Kawhi,Leonard,Toronto Raptors,New Orleans Hornets,7,9,3,69,80,2007,
Kawhi,Leonard,Toronto Raptors,Utah Jazz,11,8,13,91,88,2014,
Kawhi,Leonard,Toronto Raptors,Milwaukee Bucks,13,9,6,86,57,2007,
Kawhi,Leonard,Toronto Raptors,Charlotte Bobcats,14,5,9,91,55,2006,
Kawhi,Leonard,Toronto Raptors,Indiana Pacers,11,4,6,78,54,2002,
Kawhi,Leonard,Toronto Raptors,Utah Jazz,17,12,3,73,97,2016,
Kawhi,Leonard,Toronto Raptors,San Antonio Spurs,18,10,8,101,55,2010,
Kawhi,Leonard,Toronto Raptors,New York Knicks,18,13,6,55,63,2004,
Kawhi,Leonard,Toronto Raptors,Indiana Pacers,12,7,7,105,93,2013,
Kawhi,Leonard,Toronto Raptors,Utah Jazz,3,9,13,104,62,2014,
